index,eps,timing,memory
0,0.20906250000000004,9.250047,778801664
1,0.24062499999999998,9.210710,778726912
2,0.21140625000000002,9.174815,778801664
3,0.23374999999999999,9.195452,778726912
4,0.18656250000000002,9.173746,778801664
5,0.19937500000000002,9.150860,778801664
6,0.14187500000000003,9.915003,778726912
7,0.231875,9.176217,778726912
8,0.208125,9.195298,778801664
9,0.19390625,9.177442,778801664
10,0.16546874999999997,9.155087,778726912
11,0.2134375,9.153468,778726912
12,0.29078125,9.151842,778801664
